,mass_A
t,x
11.8241300000000000,-0.0452823600000000
11.8719700000000000,-0.0557774800000000
11.9200300000000000,-0.0619704200000000
11.9680300000000000,-0.0699750900000000
12.0320300000000000,-0.0691702500000000
12.0798700000000000,-0.0628806700000000
12.1279700000000000,-0.0498283700000000
12.1759300000000000,-0.0329973600000000
12.2239300000000000,-0.0154417100000000
12.2720300000000000,0.0033866920000000
12.3200000000000000,0.0219783700000000
12.3839300000000000,0.0384149500000000
12.4320700000000000,0.0522695700000000
12.4800300000000000,0.0632498900000000
12.5280000000000000,0.0684237000000000
12.5760000000000000,0.0671956900000000
12.6239300000000000,0.0603500200000000
12.6719700000000000,0.0485752200000000
12.7200700000000000,0.0329042500000000
12.7839000000000000,0.0154860800000000
12.8320300000000000,-0.0034890220000000
12.8800000000000000,-0.0208467800000000
12.9279000000000000,-0.0377387600000000
12.9759000000000000,-0.0501312000000000
13.0242300000000000,-0.0624954400000000
13.0719700000000000,-0.0675387800000000
13.1359300000000000,-0.0679269700000000
13.1839000000000000,-0.0654618400000000
13.2319700000000000,-0.0572354500000000
13.2800300000000000,-0.0412717400000000
13.3280300000000000,-0.0252252300000000
13.3758700000000000,-0.0076961350000000
13.4240300000000000,0.0102674000000000
13.4719700000000000,0.0280724800000000
13.5359300000000000,0.0407281500000000
13.5839000000000000,0.0530112100000000
13.6319700000000000,0.0644675100000000
13.6799700000000000,0.0669964400000000
13.7280300000000000,0.0637111000000000
13.7759300000000000,0.0548982300000000
13.8238700000000000,0.0421426000000000
13.8719300000000000,0.0254332700000000
13.9359700000000000,0.0081478430000000
13.9838700000000000,-0.0099613490000000
14.0319300000000000,-0.0276100200000000
14.0799700000000000,-0.0414999100000000
14.1280000000000000,-0.0524260400000000
14.1759700000000000,-0.0630789100000000
14.2239300000000000,-0.0667445900000000
14.2879700000000000,-0.0663529200000000
14.3359700000000000,-0.0571836400000000
14.3838700000000000,-0.0471667700000000
14.4320700000000000,-0.0343468400000000
14.4799700000000000,-0.0180133200000000
14.5279300000000000,-0.0007148144000000
14.5759700000000000,0.0180393800000000
14.6239700000000000,0.0336399300000000
14.6879000000000000,0.0451114200000000
14.7360000000000000,0.0591621300000000
14.7839700000000000,0.0649219000000000
14.8320700000000000,0.0652076000000000
14.8800700000000000,0.0599468900000000
14.9279300000000000,0.0492253500000000
14.9760000000000000,0.0347508600000000
15.0399700000000000,0.0191067400000000
15.0879700000000000,0.0007702338000000
15.1359300000000000,-0.0167624300000000
15.1838700000000000,-0.0331099900000000
15.2320300000000000,-0.0458853000000000
15.2800000000000000,-0.0555141800000000
15.3280300000000000,-0.0646655200000000
15.3760000000000000,-0.0656170100000000
15.4399300000000000,-0.0639223900000000
15.4879700000000000,-0.0574374500000000
15.5359000000000000,-0.0414496300000000
15.5839000000000000,-0.0281551700000000
15.6319300000000000,-0.0117215600000000
15.6799700000000000,0.0063093090000000
15.7280000000000000,0.0229120900000000
15.7759000000000000,0.0386923200000000
15.8399300000000000,0.0521554300000000
15.8880300000000000,0.0609348800000000
15.9359300000000000,0.0642626200000000
15.9839000000000000,0.0622837200000000
16.0319000000000000,0.0552088800000000
16.0801000000000000,0.0431085900000000
16.1279700000000000,0.0281309900000000
16.1920300000000000,0.0110544600000000
16.2399300000000000,-0.0060092640000000
16.2879300000000000,-0.0229701700000000
16.3359000000000000,-0.0373118100000000
16.3839700000000000,-0.0484739700000000
16.4320000000000000,-0.0565327800000000
16.4799700000000000,-0.0638948100000000
16.5285000000000000,-0.0638790100000000
16.5919300000000000,-0.0583605900000000
16.6399700000000000,-0.0477766300000000
16.6879700000000000,-0.0356269000000000
16.7360300000000000,-0.0211690300000000
16.7838700000000000,-0.0042712940000000
16.8319000000000000,0.0129795000000000
16.8798700000000000,0.0293671900000000
16.9279700000000000,0.0424054100000000
16.9920000000000000,0.0547705500000000
17.0398700000000000,0.0618104000000000
17.0879700000000000,0.0630876000000000
17.1359000000000000,0.0589190900000000
17.1839300000000000,0.0499528100000000
17.2319000000000000,0.0372406200000000
17.2799000000000000,0.0217452100000000
17.3440000000000000,0.0053115210000000
17.3919000000000000,-0.0121640500000000
17.4400000000000000,-0.0279648500000000
17.4879700000000000,-0.0408842500000000
17.5359300000000000,-0.0509149600000000
17.5839700000000000,-0.0606262300000000
17.6320000000000000,-0.0629246500000000
17.6800300000000000,-0.0613287000000000
17.7438700000000000,-0.0515061900000000
17.7919300000000000,-0.0418776400000000
17.8399700000000000,-0.0292028900000000
17.8879700000000000,-0.0141881400000000
17.9359700000000000,0.0028217870000000
17.9838700000000000,0.0195308100000000
18.0318700000000000,0.0350617100000000
18.0958700000000000,0.0478431100000000
18.1440300000000000,0.0570197900000000
18.1919000000000000,0.0600687900000000
18.2399700000000000,0.0603513900000000
18.2879700000000000,0.0545936700000000
18.3360000000000000,0.0432030900000000
18.3839700000000000,0.0300091100000000
18.4318700000000000,0.0144697800000000
18.4958700000000000,-0.0023618080000000
18.5440300000000000,-0.0188499800000000
18.5919300000000000,-0.0333425800000000
18.6399300000000000,-0.0444077400000000
18.6880000000000000,-0.0529879100000000
18.7359700000000000,-0.0607430100000000
18.7839300000000000,-0.0610303500000000
18.8319700000000000,-0.0572152200000000
18.8960000000000000,-0.0475284000000000
18.9440300000000000,-0.0368149300000000
18.9920700000000000,-0.0226419400000000
19.0398700000000000,-0.0071462580000000
19.0879700000000000,0.0090986490000000
19.1358700000000000,0.0250654100000000
19.1839000000000000,0.0391057600000000
19.2479000000000000,0.0476923500000000
19.2959700000000000,0.0558859800000000
19.3440700000000000,0.0581046200000000
19.3920300000000000,0.0561380000000000
19.4399700000000000,0.0476904200000000
19.4879700000000000,0.0369528700000000
19.5358700000000000,0.0230582100000000
19.5839000000000000,0.0069026250000000
19.6480300000000000,-0.0091470370000000
19.6960300000000000,-0.0250795000000000
19.7440000000000000,-0.0381787100000000
19.7920300000000000,-0.0488583000000000
19.8399300000000000,-0.0577366500000000
19.8880700000000000,-0.0605567100000000
19.9359300000000000,-0.0602593000000000
19.9998700000000000,-0.0513440400000000
20.0479300000000000,-0.0428536700000000
20.0960000000000000,-0.0308073000000000
20.1440300000000000,-0.0161364300000000
20.1919000000000000,-0.0003470472000000
